pull_req_id,github_id,useful,requester,created_at,num_commits_open,lines_modified_open,files_modified_open,commits_on_files_touched,branch_hotness,branch_commits
10467359,2718,useless,markelog,1447417837,2,64,3,5.593491255144034,59.27928999485596,99
10447780,2713,useless,sculove,1447346904,1,6,1,0.5370982510288066,59.17150771604936,98
10440007,2711,useless,timmywil,1447323066,2,159,7,6.400117541152265,59.47193518518519,98
10409127,2707,useful,timmywil,1447220432,2,117,2,0.8863725565843622,58.73140290637862,96
10408703,2706,useless,evanshortiss,1447219425,1,24,1,0,58.743835005144014,96
10388891,2703,useless,timmywil,1447144126,2,1052,9,22.369890689300416,58.659243955761326,95
10354182,2699,useless,gibson042,1447001629,1,58,1,3.933023919753086,55.30886355452673,90
10330136,2697,useful,gibson042,1446848986,1,6,1,0.7182861368312757,55.07364686213991,89
10326295,2696,useless,timmywil,1446817075,2,73,4,5.4770556841563796,55.438883359053506,89
10324154,2695,useless,timmywil,1446809046,2,152,2,5.551536136831277,54.52910725308642,88
10319583,2694,useless,dmethvin,1446794835,1,51,2,2.770589891975309,54.6899313271605,88
10316873,2693,useful,dmethvin,1446787532,1,87,2,6.257301183127572,54.77257844650207,88
10298884,2692,useless,dmethvin,1446714409,1,485,6,6.847705118312756,51.568937371399166,84
10280491,2689,useless,timmywil,1446644139,2,12,2,6.698409593621399,52.32802687757201,84
10274225,2687,useless,dmethvin,1446625831,1,22,1,4.483976208847736,51.51901581790124,83
10223585,2684,useless,timmywil,1446447752,2,96,2,4.492410622427983,50.37143955761316,80
10192198,2682,useless,dmethvin,1446269253,1,39,2,4.676051568930041,52.240949588477385,82
10153807,2680,useless,zachpanz88,1446106768,1,5,1,0.42626826131687245,48.894620756172856,77
10128830,2678,useful,timmywil,1446019157,2,83,5,5.508388888888889,48.755322145061726,78
10065844,2675,useless,Enolak,1445795597,1,3,1,0.4696975308641975,50.00672016460906,82
10011974,2671,useless,dmethvin,1445499206,1,66,4,9.643950874485595,51.07841885288066,80
9925581,2665,useful,timmywil,1445163937,2,34,2,5.069236754115227,50.428214506172836,78
9924857,2664,useless,Queeniebee,1445160354,1,27,2,4.067745756172839,48.45363271604939,76
9924412,2663,useful,timmywil,1445158315,2,28,2,11.022507201646093,48.473561213991765,76
9923799,2661,useless,LizaLemons,1445155430,1,9,1,6.906272890946503,45.48629835390949,73
9922373,2660,useful,Queeniebee,1445147800,2,8,1,0.849633616255144,41.53689776234569,69
9922042,2659,useful,timmywil,1445145956,2,35,1,5.492556198559671,38.53774485596708,66
9913612,2657,useful,LizaLemons,1445074794,2,20,2,8.18997337962963,36.11740316358026,63
9837273,2648,useless,dmethvin,1444740946,1,139,8,13.506945730452676,37.77525270061729,62
9810985,2643,useless,markelog,1444629480,2,181,4,6.804231867283951,32.62484066358025,57
9808642,2641,useless,AVGP,1444618858,1,2,1,0.6176147119341564,26.66988271604938,51
9731728,2634,useless,LeonardoBraga,1444154421,2,88,4,7.710301183127573,26.732791795267495,51
9701365,2630,useless,ahserginho,1444029694,2,4,2,0.7609898405349794,27.5958950617284,55
9664999,2627,useless,ChristianGrete,1443785490,1,8,2,5.099049897119341,29.34689557613169,56
9659242,2625,useless,GreenCoder64,1443765235,3,6,1,0.8239980709876542,29.492764917695474,56
9643033,2624,useless,dmethvin,1443690661,1,40,2,1.4739632201646091,30.029820473251014,56
9629809,2623,useful,pmstss,1443642583,1,20,1,0.7431644804526749,30.376061213991754,56
9613458,2621,useless,sgreiner,1443576155,1,35,2,4.26611021090535,30.85445216049383,56
9480598,2618,useless,dmethvin,1443433625,2,202,2,3.1713512088477365,31.897364583333335,57
9464476,2617,useless,dmethvin,1443415918,1,7,1,2.621721965020576,32.0271612654321,57
9557342,2616,useless,coolaj86,1443193940,1,2,1,1.6017208076131686,33.65431481481482,57
9547259,2615,useless,ConnorAtherton,1443168274,1,22,1,3.9431177983539096,33.84245293209875,57
9531708,2613,useless,KimTaehee,1443089886,1,6,3,9.64199537037037,34.43633140432097,60
9525729,2612,useless,zzbo,1443069924,5,11,1,0.8168088991769548,34.59035918209878,60
9488396,2610,useless,trupanka,1442890660,1,2,1,0.8398623971193415,35.98368415637859,61
9471468,2608,useless,markelog,1442809420,1,3,1,0,36.625368827160486,62
9463116,2605,useful,AurelioDeRosa,1442750833,1,9,1,4.318900591563786,37.0974805812757,63
9433564,2601,useless,garysye,1442557504,1,8,3,7.635055555555555,38.66380349794237,63
9370398,2599,useless,Brooooooklyn,1442254946,1,4,1,0.997306841563786,41.16324498456791,66
9385052,2598,useless,Brooooooklyn,1442254267,1,4,1,0.9974814814814815,41.16900810185185,66
9306098,2589,useless,ryanwalters,1441959940,1,11,1,0.959553755144033,37.76478562242799,73
9280439,2588,useless,markelog,1441842485,1,55,2,6.150685699588477,38.86743672839506,73
9294270,2586,useless,honggook,1441820742,250,20673,131,141.8509925411521,39.07155697016463,73
9256184,2582,useless,gibson042,1441703361,2,37,1,6.111511959876543,38.176042181069946,72
9134665,2581,useful,mzgol,1441695732,1,120,7,10.060160751028805,43.40987718621399,77
9245815,2578,useless,markelog,1441632739,2,572,16,42.869005015432066,25.703361625514415,59
9126636,2575,useless,adrianolek,1441502226,1,7,1,1.8779103652263376,14.162109953703707,49
9191386,2574,useless,SeanHenderson,1441254582,1,5,1,0.6895846193415639,14.356611239711933,46
9195838,2572,useless,markelog,1441209158,8,21379,151,33.56675655864197,16.03432458847737,51
9049532,2557,useful,jbedard,1440432161,1,57,5,4.232797325102881,19.590109053497937,53
9029700,2556,useless,reedloden,1440404540,1,2,1,1.2532043467078189,19.778369470164606,53
8935645,2554,useless,jbedard,1440325707,1,22,2,0.7367134773662551,20.315682870370374,53
9018855,2553,useless,jbedard,1440324550,1,60,1,0,20.323568801440338,53
9008370,2552,useless,vieiralucas,1440186481,1,2,1,1.3653746141975311,21.264625514403285,53
9010610,2551,useful,morris,1440170070,2,6,1,1.3719935699588477,21.376480324074073,53
8973319,2547,useless,adrianolek,1439984697,1,24,2,4.8639371141975305,24.745229552469134,57
8892587,2542,useful,markelog,1439669143,3,18504,127,52.12133924897121,24.846702031893,56
8849606,2537,useless,riichard,1439356949,4,12,2,0.1719332561728395,27.095012731481482,56
8741269,2526,useless,mzgol,1438586971,1,75,5,6.340101208847738,32.43310480967079,76
8723838,2525,useless,mzgol,1438584435,1,84,3,0,32.45789081790122,76
8740406,2524,useful,mzgol,1438583607,1,2,1,0,31.46088940329218,75
8721823,2521,useless,metadings,1438433783,2,59,3,0,31.936661522633745,78
8718620,2520,useless,mzgol,1438433365,1,12,3,4.963751157407408,31.94085442386832,78
8720534,2518,useless,cawa-93,1438419887,1,4,1,0,32.08145923353909,84
8682601,2509,useless,mzgol,1438174576,1,282,4,4.570992026748971,36.849726594650214,88
8674892,2507,useless,markelog,1438144102,1,258,11,14.391781378600822,33.03900000000001,84
8654765,2504,useless,mzgol,1438041771,2,463,46,24.516137217078185,36.725168724279825,90
8644409,2500,useless,gitter-badger,1437976736,1,2,1,0.3494297839506173,29.818988425925923,80
8630025,2499,useless,anthonyryan1,1437765822,2,32,1,0.1108118569958848,32.05524241255143,83
8569959,2490,useless,Mr21,1437532025,1,41,2,2.128099794238683,34.55076080246913,83
8564071,2486,useless,bperel,1437427615,1,10,5,4.332739711934156,35.67538683127571,84
8522491,2481,useful,mzgol,1437307054,1,20,6,8.136426311728396,34.95369843106996,83
8515034,2480,useless,jbedard,1437227966,1,49,2,1.4683194444444445,41.15331185699589,88
8277232,2479,useless,jbedard,1437205733,1,48,4,9.682068544238684,48.26917849794238,94
8485429,2477,useless,booleanbetrayal,1437031935,1,9,2,4.932318672839506,37.890282407407405,83
8370971,2467,useful,mlewand,1436753025,3,54,1,0.8213091563786008,38.843156635802465,81
8369110,2465,useless,Mr21,1436535687,2,35,1,0.34469380144032924,39.13818197016462,82
8367001,2464,useless,markelog,1436512112,1,42,2,0,39.38678665123457,82
8356911,2458,useless,mzgol,1436319060,1,20,2,1.5346707818930039,51.592315072016454,91
8334952,2455,useless,batiste,1436218733,1,2,1,0,38.417499099794234,78
8336552,2454,useless,mzgol,1436182519,1,144,5,9.19636059670782,43.25668608539092,82
8258080,2441,useless,mixed,1435778533,2,4,1,2.162516203703704,41.779649691358,77
8258044,2440,useless,mixed,1435778243,1,2,1,2.1627026748971194,41.782521347736626,77
8254950,2439,useless,mzgol,1435754974,2,222,3,5.124956532921809,42.01293711419752,77
8236511,2438,useless,BigSoy,1435674069,3,4,1,0.6455546553497942,41.79973263888887,76
8212453,2436,useless,DanielNill,1435570629,1,7,2,0,42.81072029320987,76
8191165,2433,useless,thunz,1435457267,1,9,1,0.007182741769547363,43.94941435185185,80
8145542,2428,useless,mixed,1435160534,1,2,1,2.559892103909465,43.948553883744836,79
8121021,2427,useless,pgilad,1435040076,3,502,2,2.3644111368312757,44.89073855452678,79
8111755,2426,useless,pgilad,1434992534,1,235,2,0.36877147633744856,44.36369212962961,78
8109943,2425,useless,mzgol,1434977755,2,328,5,0,43.79630439814815,80
8092276,2424,useless,Jakemichaeldrew,1434864955,1,17,2,1.9158719135802469,43.94307613168727,80
8039156,2408,useless,mzgol,1434522529,1,28,3,7.131010802469135,47.012218364197516,78
8025040,2401,useless,AVGP,1434450804,2,18,1,1.7282997685185184,45.16498508230452,78
8019981,2400,useless,timmywil,1434431799,1,4,1,0,44.34997196502059,77
8015235,2397,useful,mzgol,1434414362,2,74,10,2.7049130658436216,39.49014146090534,72
8000728,2396,useless,timmywil,1434341024,3,59,3,7.045726466049382,40.169197016460906,72
7991801,2394,useless,mzgol,1434288697,2,218,14,5.271929269547325,40.67070036008231,77
7990744,2393,useful,Mr21,1434279873,1,7,1,0.5332714763374485,40.758077932098765,77
7988869,2392,useless,mzgol,1434265985,2,282,15,2.8194014917695474,40.895600565843615,77
7988578,2391,useless,mzgol,1434263923,2,143,4,0,40.91601903292184,77
7928980,2384,useless,pgilad,1433908686,4,325,2,1.3160086162551443,36.12642926954733,69
7825678,2376,useless,Mr21,1433295256,2,17,1,0.6851085390946502,40.719291152263374,73
7814228,2374,useless,markelog,1433233288,1,564,7,10.55291177983539,41.31273752572015,75
7811777,2373,useless,NaveenKY,1433224305,18,371,18,19.1472120627572,41.399379115226346,75
7798147,2369,useful,mzgol,1433154406,5,338,18,16.271893518518517,42.07355928497941,75
7798096,2368,useless,Mr21,1433154236,1,29,2,5.379197659465021,42.07519894547326,75
7796403,2366,useful,mzgol,1433147843,4,310,2,9.157819830246915,42.13685982510289,75
7775332,2363,useless,Mr21,1433003466,2,9,1,2.7891526491769545,39.441122427983544,71
7771271,2362,useless,mzgol,1432966192,2,18,1,0,39.78145859053498,71
7768212,2361,useless,jqguy,1432937730,1,2,1,0,40.04133539094651,71
7748155,2358,useless,markelog,1432810447,1,17,1,4.7696063528806585,38.16160120884774,68
7746959,2356,useless,Metron45,1432805320,1,2,1,0.34965766460905345,38.206436085390955,68
7718476,2352,useless,wenber,1432681643,10,46,4,3.3188297325102885,39.28797363683125,68
7646855,2340,useless,gnarf,1432184014,4,2086,11,7.096282021604939,43.15129925411522,63
7638663,2339,useless,lexinerus,1432145870,1,36,9,0,43.97323135288066,68
7638538,2338,useful,lexinerus,1432144983,1,36,9,0,43.980988040123464,68
7628585,2336,useless,markelog,1432098965,2,288,2,5.425923482510288,43.84488078703705,66
7628576,2335,useless,markelog,1432098927,2,178,3,8.545879501028807,44.388267103909456,71
7605173,2330,useless,pgilad,1431993928,2,14,1,5.099144290123456,44.33972582304527,70
